date,video_id,url,title,topic,first_scene_text,voice,rate,pitch,subtitle_theme,music_mood,duration_s,num_scenes
2026-06-21 18:05,gjWgPQVU6Xk,https://www.youtube.com/watch?v=gjWgPQVU6Xk,Dopamine Trap,how dopamine addiction is engineered to control you,One study found something disturbing about this...,en-US-ChristopherNeural,+0%,-8Hz,blood_red,tense,49.0,10
2026-06-21 21:37,Cc4gnHND1XY,https://www.youtube.com/watch?v=Cc4gnHND1XY,Subconscious Deceit,subconscious mind tricks you never knew about,"Scientists found the real reason, and it is not what you think...",en-US-EricNeural,+5%,-12Hz,toxic_green,tense,50.1,10
2026-06-21 22:07,BcfaQU0LrC4,https://www.youtube.com/watch?v=BcfaQU0LrC4,Brain Betrayal,why your brain sabotages your own happiness,Here is the exact moment your brain betrays you...,en-US-GuyNeural,-5%,-10Hz,blood_red,ethereal,46.9,10
2026-06-21 22:50,1pO0M6MWyDE,https://www.youtube.com/watch?v=1pO0M6MWyDE,Dark Persuasion,dark persuasion techniques in advertising,One study found something disturbing about this...,en-GB-RyanNeural,-3%,-6Hz,gold,ethereal,42.5,10
2026-06-22 05:17,LqpFtm1jh4U,https://www.youtube.com/watch?v=LqpFtm1jh4U,Dark Biases,dark cognitive biases controlling your decisions,"Scientists found the real reason, and it is not what you think...",en-US-EricNeural,+5%,-12Hz,electric_blue,ethereal,45.4,10
2026-06-22 06:51,a-THvzUOFHE,https://www.youtube.com/watch?v=a-THvzUOFHE,Fear Controls,how fear silently controls every decision,Here is what is actually happening when fear takes over...,en-GB-RyanNeural,-3%,-6Hz,toxic_green,ominous,46.1,10
2026-06-22 09:41,99Id82lTXlY,https://www.youtube.com/watch?v=99Id82lTXlY,Gaslighted,signs someone is gaslighting you right now,"Your brain does this on purpose, and here is why...",en-GB-RyanNeural,-3%,-6Hz,violet,ominous,41.7,10
2026-06-22 11:31,w4_PO5u_wMw,https://www.youtube.com/watch?v=w4_PO5u_wMw,Mind Games,manipulation tactics people use daily,Watch what happens in your brain right before you fail...,en-GB-RyanNeural,-3%,-6Hz,electric_blue,tense,40.2,10
2026-06-22 17:39,zwOvPQC9G3U,https://www.youtube.com/watch?v=zwOvPQC9G3U,Shadow Mind,subconscious mind tricks you never knew about,"This pattern repeats every single time, watch closely...",en-GB-RyanNeural,-3%,-6Hz,electric_blue,ominous,45.5,10
2026-06-22 18:09,4V6T63VSaKw,https://www.youtube.com/watch?v=4V6T63VSaKw,Dark Social,dark side of social media on your brain,One study found something disturbing about this...,en-GB-RyanNeural,-3%,-6Hz,electric_blue,tense,39.6,10
2026-06-22 21:41,DE_-0Ya3DHI,https://www.youtube.com/watch?v=DE_-0Ya3DHI,Anchored,how anchoring bias controls every purchase you make,en-GB-RyanNeural,toxic_green,tense,29.3,7
2026-06-23 04:30,YcWPnIxWHQw,https://www.youtube.com/watch?v=YcWPnIxWHQw,Toxic Bonds,why intelligent people stay in toxic relationships,en-US-EricNeural,toxic_green,tense,31.8,7
2026-06-23 05:42,GmcUjgftF_8,https://www.youtube.com/watch?v=GmcUjgftF_8,Dark Mind,subconscious mind tricks you never knew about,en-US-DavisNeural,violet,ominous,23.8,7
2026-06-23 07:36,ToM4oawX_i8,https://www.youtube.com/watch?v=ToM4oawX_i8,Cannot Say No,psychological reasons you cannot say no,en-US-DavisNeural,toxic_green,tense,26.1,7
2026-06-23 09:31,CMLxPyHhhn4,https://www.youtube.com/watch?v=CMLxPyHhhn4,Trauma,how childhood trauma silently shapes you today,en-US-ChristopherNeural,violet,ethereal,28.5,7
2026-06-23 10:54,M51LNB_PGoM,https://www.youtube.com/watch?v=M51LNB_PGoM,Trauma Shapes,how childhood trauma silently shapes you today,en-US-EricNeural,gold,ethereal,25.4,7
2026-06-23 14:54,ywq9_aLlfTA,https://www.youtube.com/watch?v=ywq9_aLlfTA,Dark Ads,dark persuasion techniques in advertising,en-GB-RyanNeural,gold,ominous,28.1,7
2026-06-23 17:40,3QVUzTexjS4,https://www.youtube.com/watch?v=3QVUzTexjS4,Dark Truth,dark truth about why people lie to themselves,en-GB-RyanNeural,electric_blue,ethereal,26.4,7
2026-06-23 23:02,RzqlrCYL6Io,https://www.youtube.com/watch?v=RzqlrCYL6Io,Anchored,how anchoring bias controls every purchase you make,Stop. Your brain is doing this right now. Buying... ,en-US-GuyNeural,+15%,-10Hz,violet,ominous,24.4,7
2026-06-23 23:15,juN0QYude_A,https://www.youtube.com/watch?v=juN0QYude_A,Toxic Bind,why intelligent people stay in toxic relationships,Stop. Your brain is doing this right now.,en-US-GuyNeural,+15%,-10Hz,blood_red,ethereal,23.5,7
2026-06-24 09:56,5NPliiRQaao,https://www.youtube.com/watch?v=5NPliiRQaao,Sunk Cost,the sunk cost trap that ruins lives silently,"You are not going to like this, but you need to hear it. Your past controls you...",en-US-ChristopherNeural,+18%,-8Hz,violet,ethereal,24.4,7
2026-06-24 10:08,o4UoIkKysS8,https://www.youtube.com/watch?v=o4UoIkKysS8,Scrolling Doom,the dark reason you cannot stop scrolling,"This is the reason you feel stuck, and you never knew. Your brain is hijacked...",en-US-ChristopherNeural,+18%,-8Hz,blood_red,ethereal,27.1,7
2026-06-24 10:43,3l4C2NXKoSk,https://www.youtube.com/watch?v=3l4C2NXKoSk,Self Sabotage,hidden reasons people self sabotage success,You have been doing this your whole life without knowing. Destroying success... ,en-US-ChristopherNeural,+18%,-8Hz,violet,ominous,23.3,7
2026-06-24 11:08,lV0eToHs5-0,https://www.youtube.com/watch?v=lV0eToHs5-0,Obey,the psychology behind why people obey authority,Stop. Your brain is doing this right now. Following orders...,en-US-EricNeural,+20%,-12Hz,electric_blue,ominous,23.0,7
2026-06-24 12:08,K9rU2TU38ss,https://www.youtube.com/watch?v=K9rU2TU38ss,Blind Obedience,the psychology behind why people obey authority,You have been doing this your whole life without knowing. Following orders...,en-US-EricNeural,+20%,-12Hz,blood_red,ethereal,28.4,7
2026-06-24 13:10,JQvMigKQcFw,https://www.youtube.com/watch?v=JQvMigKQcFw,Trapped Mind,dark persuasion techniques in advertising,"This is the reason you feel stuck, and you never knew. Your brain is wired to buy...",en-GB-RyanNeural,+12%,-6Hz,toxic_green,ethereal,30.6,7
2026-06-24 14:08,boTvDw0Y-jE,https://www.youtube.com/watch?v=boTvDw0Y-jE,Fear Controls,how fear silently controls every decision,You have been doing this your whole life without knowing. Your deepest fears decide...,en-US-GuyNeural,+15%,-10Hz,gold,ethereal,26.4,7
2026-06-24 15:08,FAILED,,You're Being Played,manipulation tactics people use daily,This happens to you every single day. You're ... controlled.,en-GB-RyanNeural,+12%,-6Hz,gold,tense,27.9,7
2026-06-24 16:10,FAILED,,Negative Mind,why your brain is hardwired for negativity,Most people realize this too late. Your brain is biased,en-US-GuyNeural,+15%,-10Hz,toxic_green,ominous,27.9,7
2026-06-24 17:09,FAILED,,Silent Control,how silence is used as a weapon of control,Watch what your brain does in the next 30 seconds. Your thoughts... are not yours.,en-US-ChristopherNeural,+18%,-8Hz,electric_blue,tense,31.0,7
2026-06-24 18:08,FAILED,,Dark Opinion,dark reason why you care what strangers think,You have been doing this your whole life without knowing. Your thoughts are not yours...,en-US-ChristopherNeural,+18%,-8Hz,electric_blue,ethereal,30.9,7
2026-06-24 18:22,FAILED,,Anchored,how anchoring bias controls every purchase you make,Your brain hides this from you on purpose. You're manipulated daily.,en-US-EricNeural,+20%,-12Hz,violet,ethereal,30.6,7
2026-06-24 19:10,FAILED,,Brain Hijacked,dark cognitive biases controlling your decisions,Stop. Your brain is doing this right now. Manipulating you...,en-US-DavisNeural,+22%,-5Hz,electric_blue,ominous,28.6,7
2026-06-24 20:09,FAILED,,Envy,psychological signs someone secretly envies you,Watch what your brain does in the next 30 seconds. You're being envied,en-US-EricNeural,+20%,-12Hz,violet,tense,30.3,7
2026-06-24 21:08,FAILED,,Self Sabotage,hidden reasons people self sabotage success,Pay attention. This changes after you see it. You're designed to fail...,en-US-EricNeural,+20%,-12Hz,electric_blue,tense,24.9,7
2026-06-24 22:08,FAILED,,Sunk Cost,the sunk cost trap that ruins lives silently,Most people realize this too late. You're stuck...,en-US-EricNeural,+20%,-12Hz,gold,tense,26.8,7
2026-06-24 22:57,FAILED,,Dark Tactics,manipulation tactics people use daily,Most people realize this too late. You're being manipulated...,en-US-GuyNeural,+15%,-10Hz,violet,ethereal,24.3,7
2026-06-24 23:14,FAILED,,Envy Mask,psychological signs someone secretly envies you,Watch what your brain does in the next 30 seconds. You're being envied...,en-US-GuyNeural,+15%,-10Hz,violet,ethereal,26.3,7
2026-06-25 00:08,FAILED,,Copied,how mirror neurons make you copy people without knowing,This will make you question everything you think you know. Your thoughts are not yours...,en-US-GuyNeural,+15%,-10Hz,violet,tense,29.8,7
2026-06-25 01:10,FAILED,,Drama Craving,why your brain secretly craves drama,Pay attention. This changes after you see it. Your brain needs drama,en-US-DavisNeural,+22%,-5Hz,violet,tense,28.6,7
2026-06-25 02:09,FAILED,,Obey,the psychology behind why people obey authority,Most people realize this too late. You're controlled.,en-US-DavisNeural,+22%,-5Hz,toxic_green,tense,25.6,7
2026-06-25 03:09,FAILED,,Controlled,how dopamine addiction is engineered to control you,This happens to you every single day. Your brain is hijacked...,en-GB-RyanNeural,+12%,-6Hz,toxic_green,ominous,26.4,7
2026-06-25 04:08,FAILED,,Trapped,how anchoring bias controls every purchase you make,"This is the reason you feel stuck, and you never knew. Your wallet is a puppet...",en-US-EricNeural,+20%,-12Hz,toxic_green,ethereal,25.4,7
2026-06-25 05:09,FAILED,,Deceived,manipulation tactics people use daily,This happens to you every single day. You're controlled.,en-US-DavisNeural,+22%,-5Hz,gold,tense,24.1,7
2026-06-25 06:10,FAILED,,Envied,psychological signs someone secretly envies you,This happens to you every single day. Your 'friends' are plotting against you...,en-US-ChristopherNeural,+18%,-8Hz,gold,ethereal,29.6,7
2026-06-25 07:09,FAILED,,Envy,psychological signs someone secretly envies you,"This is the reason you feel stuck, and you never knew. Your success ... sparks envy.",en-US-GuyNeural,+15%,-10Hz,violet,tense,28.4,7
2026-06-25 08:10,FAILED,,Drama Fix,why your brain secretly craves drama,You have been doing this your whole life without knowing. Seeking chaos.,en-US-ChristopherNeural,+18%,-8Hz,electric_blue,ominous,21.8,7
2026-06-25 09:08,FAILED,,Controlled,how anchoring bias controls every purchase you make,Most people realize this too late. Your wallet is a puppet.,en-US-ChristopherNeural,+18%,-8Hz,electric_blue,tense,24.4,7
2026-06-25 10:09,FAILED,,Toxic Grip,why intelligent people stay in toxic relationships,Nobody warns you about this one. Your brain tricks you...,en-US-ChristopherNeural,+18%,-8Hz,electric_blue,ominous,26.4,7
2026-06-25 10:32,FAILED,,Mind Tricks,subconscious mind tricks you never knew about,This happens to you every single day. Your mind is lying...,en-US-EricNeural,+20%,-12Hz,blood_red,ethereal,26.1,7
2026-06-25 11:09,FAILED,,Dopamine Trap,how dopamine addiction is engineered to control you,"The second you understand this, everything changes. Your phone is a dopamine lab",en-GB-RyanNeural,+12%,-6Hz,gold,ominous,29.2,7
2026-06-25 12:10,FAILED,,Stuck,dark persuasion techniques in advertising,"This is the reason you feel stuck, and you never knew. Your brain is hijacked...",en-US-ChristopherNeural,+18%,-8Hz,toxic_green,ethereal,26.1,7
2026-06-25 13:09,FAILED,,Dark You,dark truths about human nature nobody says,Pay attention. This changes after you see it. You're a predator...,en-US-GuyNeural,+15%,-10Hz,violet,ethereal,27.4,7
2026-06-25 14:10,FAILED,,Dark You,dark truths about human nature nobody says,You have been doing this your whole life without knowing. Manipulating others...,en-US-ChristopherNeural,+18%,-8Hz,toxic_green,ominous,27.5,7
2026-06-25 14:48,dm2DnnaVxnU,https://www.youtube.com/watch?v=dm2DnnaVxnU,Brain Sabotage,why your brain sabotages your own happiness,Watch what your brain does in the next 30 seconds. You'll sabotage your own happiness...,en-US-GuyNeural,+15%,-10Hz,electric_blue,tense,28.5,7
2026-06-25 15:08,PgGD4G0KrCE,https://www.youtube.com/watch?v=PgGD4G0KrCE,Hidden Brain,body language secrets manipulators exploit,Your brain hides this from you on purpose. ... You're being manipulated,en-US-ChristopherNeural,+18%,-8Hz,gold,ominous,27.8,7
2026-06-25 16:08,YIqRzWRz0cc,https://www.youtube.com/watch?v=YIqRzWRz0cc,Controlled,how dopamine addiction is engineered to control you,Pay attention. This changes after you see it. Your phone is a prison...,en-US-ChristopherNeural,+18%,-8Hz,blood_red,ominous,26.9,7
2026-06-25 17:09,mKWoDLAx6Tk,https://www.youtube.com/watch?v=mKWoDLAx6Tk,Mind Games,manipulation tactics people use daily,This happens to you every single day. You're being played...,en-US-EricNeural,+20%,-12Hz,blood_red,ominous,32.0,7
2026-06-25 17:41,K8ehlKGmi3I,https://www.youtube.com/watch?v=K8ehlKGmi3I,Dark Success,hidden reasons people self sabotage success,Nobody warns you about this one. Your success... is your enemy,en-US-GuyNeural,+15%,-10Hz,gold,ominous,24.0,7
2026-06-25 18:08,dVP3LwAj9nM,https://www.youtube.com/watch?v=dVP3LwAj9nM,Drama Fix,why your brain secretly craves drama,Pay attention. This changes after you see it. You're drawn to drama.,en-US-GuyNeural,+15%,-10Hz,violet,ominous,27.0,7
2026-06-25 18:42,v9cxMaFaiNs,https://www.youtube.com/watch?v=v9cxMaFaiNs,Dark Craving,why your brain secretly craves drama,"You are not going to like this, but you need to hear it. Your brain craves drama...",en-US-ChristopherNeural,+18%,-8Hz,electric_blue,ethereal,22.0,7
2026-06-25 19:09,Brw2bejlm_w,https://www.youtube.com/watch?v=Brw2bejlm_w,Stranger Opinion,dark reason why you care what strangers think,Nobody warns you about this one. Your self-worth is rented.,en-US-DavisNeural,+22%,-5Hz,toxic_green,ethereal,29.4,7
2026-06-25 20:09,z07VJfhOti4,https://www.youtube.com/watch?v=z07VJfhOti4,Mind Games,manipulation tactics people use daily,"You are not going to like this, but you need to hear it. Your thoughts... are not yours.",en-GB-RyanNeural,+12%,-6Hz,blood_red,ominous,27.8,7
2026-06-25 21:08,9JcKLwoJd78,https://www.youtube.com/watch?v=9JcKLwoJd78,Brain Craves Drama,why your brain secretly craves drama,Your brain hides this from you on purpose. You're addicted...,en-US-GuyNeural,+15%,-10Hz,electric_blue,ethereal,29.3,7
2026-06-25 22:09,rY8E2CGaPPw,https://www.youtube.com/watch?v=rY8E2CGaPPw,Shaped,how childhood trauma silently shapes you today,"You are not going to like this, but you need to hear it. Your past is... controlling you.",en-US-DavisNeural,+22%,-5Hz,gold,ominous,27.6,7
2026-06-25 23:09,rqtwq4hIQlE,https://www.youtube.com/watch?v=rqtwq4hIQlE,Dark Ads,dark persuasion techniques in advertising,"You are not going to like this, but you need to hear it. Your brain is being hijacked...",en-US-DavisNeural,+22%,-5Hz,toxic_green,ethereal,26.6,7
2026-06-26 00:03,CUjT-E2y2Ps,https://www.youtube.com/watch?v=CUjT-E2y2Ps,Narcissist Games,psychological tricks narcissists use on you,Your brain hides this from you on purpose. You're being played.,en-US-EricNeural,+20%,-12Hz,electric_blue,ominous,27.4,7
2026-06-26 01:08,793gF4yYkl8,https://www.youtube.com/watch?v=793gF4yYkl8,Gaslit,signs someone is gaslighting you right now,Watch what your brain does in the next 30 seconds. You're being gaslit right now...,en-US-EricNeural,+20%,-12Hz,gold,ominous,30.8,7
2026-06-26 02:08,x-x9WrFxb4E,https://www.youtube.com/watch?v=x-x9WrFxb4E,Controlled,how dopamine addiction is engineered to control you,Stop. Your brain is doing this right now. dopamine loop?,en-US-ChristopherNeural,+18%,-8Hz,toxic_green,tense,26.3,7
2026-06-26 03:09,DIdwj-srpwE,https://www.youtube.com/watch?v=DIdwj-srpwE,Fear Controls,how fear silently controls every decision,Pay attention. This changes after you see it. Your fears decide...,en-US-EricNeural,+20%,-12Hz,violet,ethereal,25.6,7
2026-06-26 04:08,0PcswDj88Xg,https://www.youtube.com/watch?v=0PcswDj88Xg,Sabotage,hidden reasons people self sabotage success,"You are not going to like this, but you need to hear it. Your success... is a threat.",en-US-EricNeural,+20%,-12Hz,toxic_green,ethereal,33.0,7
2026-06-26 05:08,dWqWXoHJyrY,https://www.youtube.com/watch?v=dWqWXoHJyrY,Fear Controls,how fear silently controls every decision,This will make you question everything you think you know. Your deepest fears dictate your life...,en-GB-RyanNeural,+12%,-6Hz,toxic_green,tense,29.9,7
2026-06-26 06:08,zVSX7i1Rwws,https://www.youtube.com/watch?v=zVSX7i1Rwws,Mind Controlled,dark persuasion techniques in advertising,This will make you question everything you think you know. Your thoughts are not yours...,en-US-GuyNeural,+15%,-10Hz,toxic_green,tense,29.0,7
2026-06-26 07:09,RaFjBxBSs3U,https://www.youtube.com/watch?v=RaFjBxBSs3U,Brain Hack,dark persuasion techniques in advertising,Watch what your brain does in the next 30 seconds. You're being manipulated,en-GB-RyanNeural,+12%,-6Hz,gold,ethereal,25.6,7
2026-06-26 08:09,c8ZgAuBsPPA,https://www.youtube.com/watch?v=c8ZgAuBsPPA,Dark Brain,dark truths about human nature nobody says,Your brain hides this from you on purpose. You're selfish...,en-US-DavisNeural,+22%,-5Hz,blood_red,ominous,24.5,7
2026-06-26 09:09,XAACK1FD1Cs,https://www.youtube.com/watch?v=XAACK1FD1Cs,Sunk Cost Trap,the sunk cost trap that ruins lives silently,Pay attention. This changes after you see it. Investments... destroy you,en-US-DavisNeural,+22%,-5Hz,toxic_green,ominous,27.4,7
2026-06-26 10:08,AiDjflZjf24,https://www.youtube.com/watch?v=AiDjflZjf24,Deceived,manipulation tactics people use daily,This will make you question everything you think you know. Your world is a lie...,en-US-GuyNeural,+15%,-10Hz,electric_blue,ominous,25.2,7
2026-06-26 10:47,Q39KvLOVCKA,https://www.youtube.com/watch?v=Q39KvLOVCKA,Lies Within,dark truth about why people lie to themselves,Watch what your brain does in the next 30 seconds. You'll deny this...,en-US-DavisNeural,+22%,-5Hz,toxic_green,ominous,25.3,7
2026-06-26 11:09,FAILED,,Dark Opinion,dark reason why you care what strangers think,Nobody warns you about this one. Your self-worth... is a lie.,en-GB-RyanNeural,+12%,-6Hz,toxic_green,ominous,28.1,7
2026-06-26 11:27,0o4OjmzyOvE,https://www.youtube.com/watch?v=0o4OjmzyOvE,Mind Trap,subconscious mind tricks you never knew about,Pay attention. This changes after you see it. Your mind is lying...,en-GB-RyanNeural,+12%,-6Hz,violet,ethereal,26.5,7
2026-06-26 12:12,niqVDoL2Ysg,https://www.youtube.com/watch?v=niqVDoL2Ysg,Trapped Mind,why your brain sabotages your own happiness,"This is the reason you feel stuck, and you never knew. Your brain lies to you...",en-US-EricNeural,+20%,-12Hz,gold,ethereal,27.7,7
2026-06-26 13:08,Nq5SXW4Oblg,https://www.youtube.com/watch?v=Nq5SXW4Oblg,Brainwashed,dark persuasion techniques in advertising,This will make you question everything you think you know. Your thoughts are not yours...,en-US-EricNeural,+20%,-12Hz,toxic_green,tense,25.0,7
2026-06-26 14:08,zNhYqQf72Ec,https://www.youtube.com/watch?v=zNhYqQf72Ec,Drama Fix,why your brain secretly craves drama,Most people realize this too late. You crave drama.,en-US-GuyNeural,+15%,-10Hz,toxic_green,ethereal,22.5,7
2026-06-27 09:58,42HcXSuU6YI,https://www.youtube.com/watch?v=42HcXSuU6YI,La verdad sobre如何 te juzgan,como la gente te juzga sin que te des cuenta,es-ES-AlvaroNeural,blood_red,ominous,25.1,7
2026-06-27 10:08,fuZPnji0e0g,https://www.youtube.com/watch?v=fuZPnji0e0g,El Secreto Del Contacto Visual,como el contacto visual cambia lo que los demas piensan de ti,es-ES-AlvaroNeural,toxic_green,tense,25.1,7
2026-06-27 11:08,j_5d2S9f5eU,https://www.youtube.com/watch?v=j_5d2S9f5eU,La psicologia de la popularidad,la psicologia de la popularidad,es-ES-AlvaroNeural,electric_blue,ethereal,31.4,7
2026-06-27 12:07,arLUK0_SdtI,https://www.youtube.com/watch?v=arLUK0_SdtI,La verdad sobre el contacto visual,como el contacto visual cambia lo que los demas piensan de ti,es-ES-AlvaroNeural,gold,ethereal,24.5,7
2026-06-27 13:02,CvwjWHXQy9Y,https://www.youtube.com/watch?v=CvwjWHXQy9Y,La psicologia del miedo a perderte algo,la psicologia del miedo a perderte algo,es-ES-AlvaroNeural,electric_blue,ethereal,22.0,7
2026-06-27 14:07,FALLO,,La psicologia del autosabotaje en jovenes,la psicologia del autosabotaje en jovenes,es-ES-AlvaroNeural,violet,tense,18.8,7
2026-06-27 14:31,VeLZPWYLKOg,https://www.youtube.com/watch?v=VeLZPWYLKOg,La verdad sobre tu mente,por que tu mente se cree sus propias mentiras,es-ES-AlvaroNeural,blood_red,ominous,31.9,7
2026-06-27 15:07,_VzAq5sNUJM,https://www.youtube.com/watch?v=_VzAq5sNUJM,El secreto de la manipulacion emocional,como funciona realmente la manipulacion emocional,es-ES-AlvaroNeural,gold,tense,21.3,7
2026-06-27 16:08,0_yuv952UaY,https://www.youtube.com/watch?v=0_yuv952UaY,La zona de amistad,la psicologia de la zona de amistad,es-ES-AlvaroNeural,blood_red,ethereal,22.6,7
2026-06-27 17:08,qfjTU2v9KNA,https://www.youtube.com/watch?v=qfjTU2v9KNA,La psicologia de la venganza,la psicologia de la venganza,es-ES-AlvaroNeural,toxic_green,ethereal,20.3,7
2026-06-27 17:44,FALLO,,La verdad sobre los manipuladores,como los manipuladores consiguen tu confianza,es-ES-AlvaroNeural,gold,ethereal,18.9,7
2026-06-27 18:09,P9cNVv-XIXg,https://www.youtube.com/watch?v=P9cNVv-XIXg,La psicologia del miedo a perderte algo,la psicologia del miedo a perderte algo,es-ES-AlvaroNeural,toxic_green,tense,28.7,7
2026-06-27 19:08,pwZ-EU4Vl0g,https://www.youtube.com/watch?v=pwZ-EU4Vl0g,El poder del misterio,por que ser misterioso hace que los demas piensen mas en ti,es-ES-AlvaroNeural,violet,tense,20.7,7
2026-06-27 20:08,0l97G7DxARM,https://www.youtube.com/watch?v=0l97G7DxARM,El Poder del Misterio,por que ser misterioso hace que los demas piensen mas en ti,es-ES-AlvaroNeural,electric_blue,ethereal,22.0,7
2026-06-27 20:24,JM-DrlmsICE,https://www.youtube.com/watch?v=JM-DrlmsICE,La Adiccion Oculta,como tu cerebro se vuelve adicto a la aprobacion de los demas,es-ES-AlvaroNeural,blood_red,ethereal,24.3,7
2026-06-27 21:08,U7qi9R1ont8,https://www.youtube.com/watch?v=U7qi9R1ont8,Por que tu ex vuelve,por que tu ex vuelve cuando ya lo habias superado,es-ES-AlvaroNeural,violet,ethereal,26.6,7
2026-06-27 21:55,FALLO,,La verdad sobre tu adiccion al scroll infinito,como tu cerebro se vuelve adicto al scroll infinito,es-ES-AlvaroNeural,blood_red,ethereal,19.2,7
2026-06-27 22:09,IpfxOMADta4,https://www.youtube.com/watch?v=IpfxOMADta4,La psicologia del miedo a perderte algo,la psicologia del miedo a perderte algo,es-ES-AlvaroNeural,toxic_green,tense,36.0,7
2026-06-27 23:07,FALLO,,El sabotaje mental,por que tu cerebro sabotea tus propios objetivos,es-ES-AlvaroNeural,violet,ethereal,19.7,7
2026-06-28 00:07,uqV575cNGp0,https://www.youtube.com/watch?v=uqV575cNGp0,La oscuridad detras del rechazo,por que algunas personas se obsesionan cuando las rechazan,es-ES-AlvaroNeural,gold,tense,20.8,7
2026-06-28 00:38,FALLO,,Tu cerebro te engaña,por que tu cerebro teme tanto ser ignorado,gold,ethereal,15.1,5
2026-06-28 00:45,FALLO,,Tu cerebro miente,como tu cerebro inventa conversaciones que nunca ocurrieron,violet,ethereal,15.1,5
2026-06-28 01:06,A2u1rzHMa5M,https://www.youtube.com/watch?v=A2u1rzHMa5M,Pensar demas,la psicologia de pensar demasiado por la noche,blood_red,ominous,10.2,5
